"","TehsilNo","Zone name","District name","Tehsil name","Village name","State","Crop","Year","Zone No.","Cultivator No.","Ha-months in ground (Ha.)","Parcel Plot Season (PPS)","Main Product (Qtls.)","Crop Area (Ha.)","Main Product (Rs.)","By Product (Rs.)","Family Labour (Hrs.)","Family Labour (Rs.)","Attached Labour (Hrs.)","Attached Labour (Rs.)","Casual Labour (Hrs.)","Casual Labour (Rs.)","Hired Animal Labour (Hrs.)","Hired Animal Labour (Rs.)","Owned Animal Labour (Hrs.)","Owned Animal Labour (Rs.)","Hired Machine (Hrs.)","Hired Machine (Rs.)","Own Machine (Hrs.)","Own Machine (Rs.)","Hired Irrigation Machine (Hrs.)","Hired Irrigation Machine (Rs.)","Owned Irrigation Machine (Hrs.)","Owned Irrigation Machine (Rs.)","Canal and Other Irrigation Charges (Rs)","Seed Qty. (Kg.)","Seed Value (Rs.)","Fertiliser (N) (Kg.)","Fertiliser (N) (Rs.)","Fertiliser (P) (Kg.)","Fertiliser (P) (Rs.)","Fertiliser (K) (Kg.)","Fertiliser (K) (Rs.)","Other Fertiliser (Kg.)","Other Fertiliser (Rs.)","Total Fertiliser (Kg.)","Total Fertiliser (Rs.)","Manure (Qtl.)","Manure (Rs.)","Insecticides (Rs.)","Crop Insurance (Rs.)","Payment to Contractor (Rs.)","Miscelaneous Cost (Rs.)","Land Revenue (Rs.)","Rent Paid for Leased in Land (Rs.)","Imputed Rent (Rs.)","Total Depreciation (Rs.)","Total Capital (Rs.)","Sample No. of Growers in size group","Total Number of Growers in size group","Cluster Factor/Weight","Area of all selected crops in Village (Ha.)","No. of Villages in Tehsil","Area of Crop in Zone (Ha.)","Production of Crop in Zone (Qtl.)","No. of Tehsils in Zone","Sample Tehsils in Zone","Area of all selected crops in Zone (Ha.)","Interest on working capital rate(%)","Interest on fixed capital rate(%)","Minimum Rent (%age of GVO)","Maximum Rent (%age of GVO)","Sample Zone in State","Sample Clusters in State","Tenure","Variety"
"58",1,"I","Darbhanga","Benipur","Pohaddi","Bihar","Paddy","2017-18",1,5,2.4,1011,7.6,0.6,8360,1520,15,391.59,0,0,240.48,6300,0,0,0,0,2.75,1980,0,0,0,0,7,471.39,0,30,600,38.4,617.58,27.6,1422.42,0,0,0,0,66,2040,0,0,0,0,NA,0,66.42,0,3458,227,7815,21,2,10.5,235.68,131,1266706,2411152,42,19,2984435,12.5,10,0,35,4,45,"Owned & managed","Improved"
"59",1,"I","Darbhanga","Benipur","Pohaddi","Bihar","Paddy","2017-18",1,6,1.6,3011,5.2,0.4,5720,1040,21,548.23,0,0,211.04,5500,0,0,0,0,2.75,1980,0,0,0,0,4,269.37,0,20,600,25.6,571.72,18.4,948.28,0,0,0,0,44,1520,0,0,0,0,NA,0,44.44,0,2366,232,6847,21,2,10.5,235.68,131,1266706,2411152,42,19,2984435,12.5,10,0,35,4,45,"Owned & managed","Improved"
"60",1,"I","Darbhanga","Benipur","Pohaddi","Bihar","Paddy","2017-18",1,4,2.4,1011,7.2,0.6,7920,1440,18,469.91,0,0,237.76,6200,0,0,0,0,3.17,2280,0,0,7,980,0,0,0,30,600,38.4,617.58,27.6,1422.42,0,0,0,0,66,2040,0,0,0,0,NA,0,65.45,0,3276,1556,18510,98,2,49,235.68,131,1266706,2411152,42,19,2984435,12.5,10,0,35,4,45,"Owned & managed","Improved"
"61",1,"I","Darbhanga","Benipur","Pohaddi","Bihar","Paddy","2017-18",1,4,2,2011,7.7,0.5,7370,1340,21,548.23,0,0,211.04,5500,0,0,0,0,2.75,1980,0,0,5,700,0,0,0,25,500,32,514.65,23,1185.35,0,0,0,0,55,1700,0,0,0,0,NA,0,62.5,0,3048.5,1556,18510,98,2,49,235.68,131,1266706,2411152,42,19,2984435,12.5,10,0,35,4,45,"Owned & managed","Improved"
"62",1,"I","Darbhanga","Benipur","Pohaddi","Bihar","Paddy","2017-18",1,6,4,2011,12.5,1,13750,2500,24,626.55,0,0,579.84,15200,0,0,0,0,5.5,3960,0,0,0,0,10,673.42,0,50,1500,64,1029.29,46,2370.71,0,0,0,0,110,3400,0,0,0,0,NA,0,111.11,0,5687.5,232,6847,21,2,10.5,235.68,131,1266706,2411152,42,19,2984435,12.5,10,0,35,4,45,"Owned & managed","Improved"
"63",2,"I","Madhubani","Jaynagar","Deodha","Bihar","Wheat","2017-18",1,10,1.6,4012,12.5,0.4,18750,4800,53,1888.93,0,0,126.9,4250,0,0,0,0,3.75,3175,0,0,18,1800,0,0,0,48,2880,25.6,418.77,18.4,1021.23,0,0,0,0,44,1440,0,0,0,0,NA,0,10,0,2200,340,810,33,6,5.5,248.4,83,945265,2730864,42,19,2984435,12.5,10,0,35,4,45,"Owned & managed","Improved"
"64",2,"I","Madhubani","Jaynagar","Deodha","Bihar","Wheat","2017-18",1,1,1.6,2012,12.5,0.4,18750,5200,54,1924.56,0,0,101.6,3500,0,0,0,0,1.25,1125,2,28.9,20,2000,0,0,0,48,1440,25.6,418.77,18.4,1021.23,0,0,0,0,44,1440,0,0,0,0,NA,0,10,0,2200,240,188260,74,2,37,248.4,83,945265,2730864,42,19,2984435,12.5,10,0,35,4,45,"Owned & managed","Improved"
"65",2,"I","Madhubani","Jaynagar","Deodha","Bihar","Wheat","2017-18",1,2,1.2,1012,10,0.3,15000,3800,38,1354.33,0,0,44.08,1475,0,0,0,0,3.25,2875,0,0,15,1500,0,0,0,36,1080,19.2,314.08,13.8,765.92,0,0,0,0,33,1080,0,0,0,0,NA,0,7.32,0,1609.76,192,540,74,2,37,248.4,83,945265,2730864,42,19,2984435,12.5,10,0,35,4,45,"Owned & managed","Improved"
"66",2,"I","Madhubani","Jaynagar","Deodha","Bihar","Wheat","2017-18",1,10,2,3012,17,0.5,25500,6800,48,1710.73,0,0,113.64,3925,0,0,0,0,4.5,3800,0,0,20,2000,0,0,0,60,1800,32,523.46,23,1276.54,0,0,0,0,55,1800,0,0,0,0,NA,0,12.5,0,2750,340,810,33,6,5.5,248.4,83,945265,2730864,42,19,2984435,12.5,10,0,35,4,45,"Owned & managed","Improved"
"67",2,"I","Madhubani","Jaynagar","Deodha","Bihar","Wheat","2017-18",1,1,1.6,1012,12,0.4,18000,4800,55,1960.2,0,0,101.6,3500,0,0,0,0,1.25,1125,2,28.9,20,2000,0,0,0,48,1440,25.6,418.77,18.4,1021.23,0,0,0,0,44,1440,0,0,0,0,NA,0,9.76,0,2146.34,240,188260,74,2,37,248.4,83,945265,2730864,42,19,2984435,12.5,10,0,35,4,45,"Owned & managed","Improved"
"68",2,"I","Madhubani","Jaynagar","Deodha","Bihar","Wheat","2017-18",1,8,3.2,3012,28.5,0.8,42750,11200,98,3492.74,0,0,197.8,6750,0,0,0,0,7.5,6350,0,0,36,3600,0,0,0,96,2880,51.2,2880,0,0,0,0,0,0,51.2,2880,0,0,0,0,NA,0,20,0,4400,596,1676,33,6,5.5,248.4,83,945265,2730864,42,19,2984435,12.5,10,0,35,4,45,"Owned & managed","Improved"
"69",2,"I","Madhubani","Jaynagar","Deodha","Bihar","Wheat","2017-18",1,8,2.8,4012,21,0.7,31500,8200,82,2922.5,0,0,177.8,6125,0,0,0,0,6.5,5500,0,0,32.5,3250,0,0,0,84,2520,44.8,732.85,32.2,1787.15,0,0,0,0,77,2520,0,0,0,0,NA,0,17.5,0,3850,596,1676,33,6,5.5,248.4,83,945265,2730864,42,19,2984435,12.5,10,0,35,4,45,"Owned & managed","Improved"
"70",2,"I","Madhubani","Jaynagar","Deodha","Bihar","Wheat","2017-18",1,9,3.2,1012,24,0.8,36000,9800,99,3528.38,0,0,197.8,6750,0,0,0,0,7.5,6350,0,0,36,3600,0,0,0,96,2880,51.2,837.54,36.8,2042.46,0,0,0,0,88,2880,0,0,0,0,NA,0,19.16,0,4215.57,589,1858,33,6,5.5,248.4,83,945265,2730864,42,19,2984435,12.5,10,0,35,4,45,"Owned & managed","Improved"
"71",2,"I","Madhubani","Jaynagar","Deodha","Bihar","Wheat","2017-18",1,9,2,2012,18,0.5,27000,7200,48,1710.73,0,0,116.32,4025,0,0,0,0,4.5,3800,0,0,20,2000,0,0,0,60,1800,32,523.46,23,1276.54,0,0,0,0,55,1800,0,0,0,0,NA,5,12.5,0,2750,589,1858,33,6,5.5,248.4,83,945265,2730864,42,19,2984435,12.5,10,0,35,4,45,"Owned & managed","Improved"
"72",2,"I","Madhubani","Jaynagar","Deodha","Bihar","Wheat","2017-18",1,5,4,1012,35,1,52500,14000,91,3243.26,0,0,256.64,8800,0,0,0,0,9.5,8050,0,0,40.5,4050,0,0,0,120,3600,21.6,296.32,55.2,3063.68,0,0,125,1250,201.8,4610,0,0,0,0,NA,16,24.39,0,5365.85,532,1668,33,6,5.5,248.4,83,945265,2730864,42,19,2984435,12.5,10,0,35,4,45,"Owned & managed","Improved"
"73",2,"I","Madhubani","Jaynagar","Deodha","Bihar","Wheat","2017-18",1,5,2,2012,15,0.5,22500,4950,50,1782.01,0,0,136.32,3850,0,0,0,0,4.75,4025,0,0,20,2000,0,0,0,60,1800,38.4,748.16,27.6,1531.84,0,0,0,0,66,2280,0,0,0,0,NA,16,12.5,0,2750,532,1668,33,6,5.5,248.4,83,945265,2730864,42,19,2984435,12.5,10,0,35,4,45,"Owned & managed","Improved"
"74",2,"I","Madhubani","Jaynagar","Deodha","Bihar","Wheat","2017-18",1,5,2,3012,15,0.5,22500,6400,52,1853.29,0,0,136.32,3850,0,0,0,0,4.75,4025,0,0,20,2000,0,0,0,60,1800,38.4,628.16,27.6,1531.84,0,0,0,0,66,2160,0,0,0,0,NA,20,12.5,0,10115,532,1668,33,6,5.5,248.4,83,945265,2730864,42,19,2984435,12.5,10,0,35,4,45,"Owned & managed","Improved"
"75",2,"I","Madhubani","Jaynagar","Deodha","Bihar","Wheat","2017-18",1,6,4,1012,35,1,52500,14000,89,3171.98,0,0,256.64,8800,0,0,0,0,9.25,7825,0,0,40,4000,0,0,0,120,3600,64,1046.93,46,2553.07,0,0,0,0,110,3600,0,0,0,0,NA,0,24.39,0,5365.85,415,1285,33,6,5.5,248.4,83,945265,2730864,42,19,2984435,12.5,10,0,35,4,45,"Owned & managed","Improved"
"76",2,"I","Madhubani","Jaynagar","Deodha","Bihar","Wheat","2017-18",1,6,4,2012,34,1,51000,13600,88,3136.34,0,0,256.64,8800,0,0,0,0,9.25,7825,0,0,40,4000,0,0,0,120,3600,64,1046.93,46,2553.07,0,0,0,0,110,3600,0,0,0,0,NA,0,25,0,5500,415,1285,33,6,5.5,248.4,83,945265,2730864,42,19,2984435,12.5,10,0,35,4,45,"Owned & managed","Improved"
"77",2,"I","Madhubani","Jaynagar","Deodha","Bihar","Wheat","2017-18",1,7,4,1012,35,1,52500,13800,89,3171.98,0,0,256.64,8800,0,0,0,0,9,7600,0,0,39,3900,0,0,0,120,3600,59.4,966.93,46,2553.07,0,0,0,0,105.4,3520,0,0,0,0,NA,0,24.15,0,5314.01,796,2277,33,6,5.5,248.4,83,945265,2730864,42,19,2984435,12.5,10,0,35,4,45,"Owned & managed","Improved"
"78",2,"I","Madhubani","Jaynagar","Deodha","Bihar","Wheat","2017-18",1,7,4,2012,34,1,51000,14000,89,3171.98,0,0,256.64,8800,0,0,0,0,9,7600,0,0,40,4000,0,0,0,120,3600,59.4,966.93,46,2553.07,0,0,0,0,105.4,3520,0,0,0,0,NA,0,25,0,5500,796,2277,33,6,5.5,248.4,83,945265,2730864,42,19,2984435,12.5,10,0,35,4,45,"Owned & managed","Improved"
"79",2,"I","Madhubani","Jaynagar","Deodha","Bihar","Wheat","2017-18",1,7,3.2,3012,28,0.8,42000,11200,99,3528.38,0,0,197.8,6750,0,0,0,0,7.5,6350,0,0,36,3600,0,0,0,96,2880,58.68,957.05,44.16,2450.95,0,0,0,0,102.84,3408,0,0,0,0,NA,0,20,0,4400,796,2277,33,6,5.5,248.4,83,945265,2730864,42,19,2984435,12.5,10,0,35,4,45,"Owned & managed","Improved"
"80",2,"I","Madhubani","Jaynagar","Deodha","Bihar","Wheat","2017-18",1,8,2.4,1012,18.5,0.6,27750,7200,67,2387.89,0,0,88.16,2950,0,0,0,0,6,5100,0,0,30,3000,0,0,0,72,2160,38.4,628.16,27.6,1531.84,0,0,0,0,66,2160,0,0,0,0,NA,5,14.26,0,3136.63,596,1676,33,6,5.5,248.4,83,945265,2730864,42,19,2984435,12.5,10,0,35,4,45,"Owned & managed","Improved"
"81",2,"I","Madhubani","Jaynagar","Deodha","Bihar","Wheat","2017-18",1,8,1.6,2012,14,0.4,21000,5600,52,1853.29,0,0,100.24,3425,0,0,0,0,3.75,3175,0,0,18,1800,0,0,0,48,1440,16.4,258.77,18.4,1021.23,0,0,20,160,54.8,1440,0,0,0,0,NA,0,10,0,2200,596,1676,33,6,5.5,248.4,83,945265,2730864,42,19,2984435,12.5,10,0,35,4,45,"Owned & managed","Improved"
"82",2,"I","Madhubani","Jaynagar","Deodha","Bihar","Paddy","2017-18",1,1,1.6,1011,12,0.4,15000,2500,83,2958.14,0,0,144.56,5200,0,0,0,0,0,0,2.2,31.79,30,3000,0,0,0,20,600,9.2,160,0,0,0,0,0,0,9.2,160,4,400,0,0,NA,0,9.76,0,2146.34,240,388260,74,2,37,248.4,83,1266706,2411152,42,19,2984435,12.5,10,0,35,4,45,"Owned & managed","Improved"
"83",2,"I","Madhubani","Jaynagar","Deodha","Bihar","Paddy","2017-18",1,1,1.6,2011,12.5,0.4,15625,2400,83,2958.14,0,0,144.56,5200,0,0,0,0,0,0,2.2,31.79,30,3000,0,0,0,20,600,9.2,160,0,0,0,0,0,0,9.2,160,4,400,0,0,NA,0,10,0,2200,240,388260,74,2,37,248.4,83,1266706,2411152,42,19,2984435,12.5,10,0,35,4,45,"Owned & managed","Improved"
"84",2,"I","Madhubani","Jaynagar","Deodha","Bihar","Paddy","2017-18",1,2,1.2,1011,9.5,0.3,11875,2000,74,2637.37,0,0,128.48,4600,0,0,0,0,1.75,1400,0,0,24,2400,0,0,0,15,450,6.9,120,0,0,0,0,0,0,6.9,120,3,300,0,0,NA,0,7.32,0,1609.76,192,540,74,2,37,248.4,83,1266706,2411152,42,19,2984435,12.5,10,0,35,4,45,"Owned & managed","Improved"
"85",2,"I","Madhubani","Jaynagar","Deodha","Bihar","Paddy","2017-18",1,2,1.2,2011,10,0.3,12500,2000,73,2601.73,0,0,128.48,4600,0,0,0,0,1.75,1400,0,0,24,2400,0,0,0,15,450,6.9,120,0,0,0,0,0,0,6.9,120,3,300,0,0,NA,0,7.5,0,1650,192,540,74,2,37,248.4,83,1266706,2411152,42,19,2984435,12.5,10,0,35,4,45,"Owned & managed","Improved"
"86",2,"I","Madhubani","Jaynagar","Deodha","Bihar","Wheat","2017-18",1,9,2.4,3012,21,0.6,31500,8400,71,2530.45,0,0,92.16,3075,0,0,0,0,6,5100,0,0,30,3000,0,0,0,72,2160,38.4,628.16,27.6,1531.84,0,0,0,0,66,2160,0,0,0,0,NA,0,15,0,3300,589,1858,33,6,5.5,248.4,83,945265,2730864,42,19,2984435,12.5,10,0,35,4,45,"Owned & managed","Improved"
"87",2,"I","Madhubani","Jaynagar","Deodha","Bihar","Wheat","2017-18",1,9,3.6,4012,27,0.9,40500,10800,107,3813.5,0,0,200.48,6850,0,0,0,0,8.25,7000,0,0,36,3600,0,0,0,108,3240,57.6,942.24,41.4,2297.76,0,0,0,0,99,3240,0,0,0,0,NA,0,22.5,0,4950,589,1858,33,6,5.5,248.4,83,945265,2730864,42,19,2984435,12.5,10,0,35,4,45,"Owned & managed","Improved"
"88",2,"I","Madhubani","Jaynagar","Deodha","Bihar","Wheat","2017-18",1,10,2,1012,17.5,0.5,26250,6800,49,1746.37,0,0,116.32,4025,0,0,0,0,4.5,3800,0,0,20,2000,0,0,0,60,1800,32,523.46,23,1276.54,0,0,0,0,55,1800,0,0,0,0,NA,0,11.9,0,2619.05,340,810,33,6,5.5,248.4,83,945265,2730864,42,19,2984435,12.5,10,0,35,4,45,"Owned & managed","Improved"
"89",2,"I","Madhubani","Jaynagar","Deodha","Bihar","Wheat","2017-18",1,10,2.4,2012,21,0.6,31500,8400,88,3136.34,0,0,96.16,3200,0,0,0,0,6,5100,0,0,45,4500,0,0,0,72,2160,38.4,628.16,27.6,1531.84,0,0,0,0,66,2160,0,0,0,0,NA,0,15,0,3300,340,810,33,6,5.5,248.4,83,945265,2730864,42,19,2984435,12.5,10,0,35,4,45,"Owned & managed","Improved"
"90",2,"I","Madhubani","Jaynagar","Deodha","Bihar","Paddy","2017-18",1,4,3.2,3011,24,0.8,30000,4800,110,3920.42,0,0,348.24,12800,0,0,0,0,4.4,3520,0,0,60,6000,0,0,0,40,1200,18.4,320,0,0,0,0,0,0,18.4,320,6,600,0,0,NA,0,20,0,4400,292,683,95,2,47.5,248.4,83,1266706,2411152,42,19,2984435,12.5,10,0,35,4,45,"Owned & managed","Improved"
"91",2,"I","Madhubani","Jaynagar","Deodha","Bihar","Paddy","2017-18",1,5,4,1011,25,1,31250,5200,106,3777.86,0,0,383.08,14100,0,0,0,0,5.5,4400,0,0,60,6000,0,0,0,50,1500,46,800,0,0,0,0,0,0,46,800,6.5,650,0,0,NA,0,24.39,0,5365.85,532,1668,33,6,5.5,248.4,83,1266706,2411152,42,19,2984435,12.5,10,0,35,4,45,"Owned & managed","Improved"
"92",2,"I","Madhubani","Jaynagar","Deodha","Bihar","Paddy","2017-18",1,5,2,2011,12,0.5,15000,2400,57,2031.49,0,0,190.2,7000,0,0,0,0,2.75,2200,0,0,30,3000,0,0,0,25,750,23,400,0,0,0,0,0,0,23,400,3,300,0,0,NA,0,12.5,0,2750,532,1668,33,6,5.5,248.4,83,1266706,2411152,42,19,2984435,12.5,10,0,35,4,45,"Owned & managed","Improved"
"93",2,"I","Madhubani","Jaynagar","Deodha","Bihar","Paddy","2017-18",1,5,2,3011,12,0.5,15000,2400,56,1995.85,0,0,190.2,7000,0,0,0,0,2.75,2200,0,0,28,2800,0,0,0,25,750,0,0,0,0,0,0,50,400,50,400,3,300,0,0,NA,0,12.5,0,6090,532,1668,33,6,5.5,248.4,83,1266706,2411152,42,19,2984435,12.5,10,0,35,4,45,"Owned & managed","Improved"
"94",2,"I","Madhubani","Jaynagar","Deodha","Bihar","Paddy","2017-18",1,6,4,1011,32,1,40000,6400,106,3777.86,0,0,383.08,14100,0,0,0,0,5.5,4400,0,0,58,5800,0,0,0,50,1500,36.8,640,0,0,0,0,0,0,36.8,640,6,600,0,0,NA,0,24.39,0,5365.85,415,1285,33,6,5.5,248.4,83,1266706,2411152,42,19,2984435,12.5,10,0,35,4,45,"Owned & managed","Improved"
"95",2,"I","Madhubani","Jaynagar","Deodha","Bihar","Paddy","2017-18",1,6,4,2011,31,1,38750,6100,106,3777.86,0,0,383.08,14100,0,0,0,0,5.5,4400,0,0,60,6000,0,0,0,50,1500,36.8,640,0,0,0,0,0,0,36.8,640,6,600,0,0,NA,0,25,0,5500,415,1285,33,6,5.5,248.4,83,1266706,2411152,42,19,2984435,12.5,10,0,35,4,45,"Owned & managed","Improved"
"96",2,"I","Madhubani","Jaynagar","Deodha","Bihar","Paddy","2017-18",1,7,4,1011,31,1,38750,6400,108,3849.14,0,0,383.08,14100,0,0,0,0,5.5,4400,0,0,60,6000,0,0,0,50,1500,23,400,0,0,0,0,0,0,23,400,6,600,0,0,NA,0,24.15,0,5314.01,796,2277,33,6,5.5,248.4,83,1266706,2411152,42,19,2984435,12.5,10,0,35,4,45,"Owned & managed","Improved"
"97",2,"I","Madhubani","Jaynagar","Deodha","Bihar","Paddy","2017-18",1,7,4,2011,31.5,1,39375,6400,107,3813.5,0,0,383.08,14100,0,0,0,0,5.5,4400,0,0,60,6000,0,0,0,50,1500,27.6,480,0,0,0,0,0,0,27.6,480,6,600,0,0,NA,0,25,0,5500,796,2277,33,6,5.5,248.4,83,1266706,2411152,42,19,2984435,12.5,10,0,35,4,45,"Owned & managed","Improved"
"98",2,"I","Madhubani","Jaynagar","Deodha","Bihar","Paddy","2017-18",1,7,3.2,3011,24,0.8,30000,4800,140,4989.63,6,213.84,278.4,10000,0,0,0,0,4,3200,0,0,60,6000,0,0,0,40,1200,36.8,640,0,0,0,0,0,0,36.8,640,5,500,0,0,NA,0,20,0,4400,796,2277,33,6,5.5,248.4,83,1266706,2411152,42,19,2984435,12.5,10,0,35,4,45,"Owned & managed","Improved"
"99",2,"I","Madhubani","Jaynagar","Deodha","Bihar","Paddy","2017-18",1,8,2.4,1011,22,0.6,27500,4300,62,2209.69,0,0,204.92,7525,0,0,0,0,3,2397,0,0,31,3100,0,0,0,30,900,13.8,240,0,0,0,0,0,0,13.8,240,4,400,0,0,NA,0,14.26,0,3136.63,596,1676,33,6,5.5,248.4,83,1266706,2411152,42,19,2984435,12.5,10,0,35,4,45,"Owned & managed","Improved"
"100",2,"I","Madhubani","Jaynagar","Deodha","Bihar","Paddy","2017-18",1,8,1.6,2011,13,0.4,16250,2600,56,1995.85,0,0,171.44,6500,0,0,0,0,2.2,1760,0,0,30,3000,0,0,0,20,600,9.2,160,0,0,0,0,0,0,9.2,160,3,300,0,0,NA,0,10,0,2200,596,1676,33,6,5.5,248.4,83,1266706,2411152,42,19,2984435,12.5,10,0,35,4,45,"Owned & managed","Improved"
"101",2,"I","Madhubani","Jaynagar","Deodha","Bihar","Paddy","2017-18",1,8,3.2,3011,24,0.8,30000,4800,146,5203.47,0,0,278.4,10000,0,0,0,0,4.4,3520,0,0,60,6000,0,0,0,40,1200,18.4,320,0,0,0,0,0,0,18.4,320,6,600,0,0,NA,0,20,0,4400,596,1676,33,6,5.5,248.4,83,1266706,2411152,42,19,2984435,12.5,10,0,35,4,45,"Owned & managed","Improved"
"102",2,"I","Madhubani","Jaynagar","Deodha","Bihar","Paddy","2017-18",1,8,2.8,4011,23.5,0.7,29375,4600,131,4668.87,0,0,261,9475,0,0,0,0,4.33,3466,0,0,54,5400,0,0,0,35,1050,16.1,280,0,0,0,0,0,0,16.1,280,5,500,0,0,NA,0,17.5,0,3850,596,1676,33,6,5.5,248.4,83,1266706,2411152,42,19,2984435,12.5,10,0,35,4,45,"Owned & managed","Improved"
"103",2,"I","Madhubani","Jaynagar","Deodha","Bihar","Paddy","2017-18",1,9,3.2,1011,24,0.8,30000,4800,145,5167.83,0,0,278.4,10000,0,0,0,0,4.33,3466,0,0,60,6000,0,0,0,40,1200,36.8,640,0,0,0,0,0,0,36.8,640,6,600,0,0,NA,0,19.16,0,4215.57,589,1858,33,6,5.5,248.4,83,1266706,2411152,42,19,2984435,12.5,10,0,35,4,45,"Owned & managed","Improved"
"104",2,"I","Madhubani","Jaynagar","Deodha","Bihar","Paddy","2017-18",1,9,2,2011,16.5,0.5,20625,3200,57,2031.49,0,0,190.2,7000,0,0,0,0,2.75,2200,0,0,28,2800,0,0,0,25,750,23,400,0,0,0,0,0,0,23,400,3,300,0,0,NA,0,12.5,0,2750,589,1858,33,6,5.5,248.4,83,1266706,2411152,42,19,2984435,12.5,10,0,35,4,45,"Owned & managed","Improved"
"105",2,"I","Madhubani","Jaynagar","Deodha","Bihar","Paddy","2017-18",1,9,2.4,3011,22.5,0.6,28125,4600,63,2245.33,0,0,207.6,7625,0,0,0,0,3.08,2465,0,0,30,3000,0,0,0,30,900,27.6,480,0,0,0,0,0,0,27.6,480,4,400,0,0,NA,0,15,0,3300,589,1858,33,6,5.5,248.4,83,1266706,2411152,42,19,2984435,12.5,10,0,35,4,45,"Owned & managed","Improved"
"106",2,"I","Madhubani","Jaynagar","Deodha","Bihar","Paddy","2017-18",1,9,3.6,4011,28.5,0.9,35625,6000,96,3421.46,0,0,363,13325,0,0,0,0,5.5,4400,0,0,54,5400,0,0,0,45,1350,41.4,720,0,0,0,0,0,0,41.4,720,6,600,0,0,NA,0,22.5,0,4950,589,1858,33,6,5.5,248.4,83,1266706,2411152,42,19,2984435,12.5,10,0,35,4,45,"Owned & managed","Improved"
"107",2,"I","Madhubani","Jaynagar","Deodha","Bihar","Paddy","2017-18",1,10,2,1011,16,0.5,20000,3200,58,2067.13,0,0,196.88,7225,0,0,0,0,2.75,2200,0,0,31,3100,0,0,0,25,750,23,400,0,0,0,0,0,0,23,400,3,300,0,0,NA,0,11.9,0,2619.05,340,810,33,6,5.5,248.4,83,1266706,2411152,42,19,2984435,12.5,10,0,35,4,45,"Owned & managed","Improved"
"108",2,"I","Madhubani","Jaynagar","Deodha","Bihar","Paddy","2017-18",1,10,2.4,2011,20,0.6,25000,4100,61,2174.05,0,0,204.92,7525,0,0,0,0,3.25,2600,0,0,31,3100,0,0,0,30,900,27.6,480,0,0,0,0,0,0,27.6,480,3,300,0,0,NA,0,15,0,3300,340,810,33,6,5.5,248.4,83,1266706,2411152,42,19,2984435,12.5,10,0,35,4,45,"Owned & managed","Improved"
"109",2,"I","Madhubani","Jaynagar","Deodha","Bihar","Paddy","2017-18",1,10,2,3011,16.5,0.5,20625,3200,57,2031.49,0,0,190.2,7000,0,0,0,0,2.75,2200,0,0,30,3000,0,0,0,25,750,23,400,0,0,0,0,0,0,23,400,3,300,0,0,NA,0,12.5,0,2750,340,810,33,6,5.5,248.4,83,1266706,2411152,42,19,2984435,12.5,10,0,35,4,45,"Owned & managed","Improved"
"110",2,"I","Madhubani","Jaynagar","Deodha","Bihar","Paddy","2017-18",1,10,1.6,4011,12.5,0.4,15625,2400,56,1995.85,0,0,171.44,6500,0,0,0,0,2.2,1760,0,0,30,3000,0,0,0,20,600,18.4,320,0,0,0,0,0,0,18.4,320,3,300,0,0,NA,0,10,0,2200,340,810,33,6,5.5,248.4,83,1266706,2411152,42,19,2984435,12.5,10,0,35,4,45,"Owned & managed","Improved"
"111",2,"I","Madhubani","Jaynagar","Deodha","Bihar","Wheat","2017-18",1,4,1.6,1012,12,0.4,18000,4800,53,1888.93,0,0,92.24,3175,0,0,0,0,3.25,2725,0,0,20,2000,0,0,0,48,1440,25.6,418.77,18.4,1021.23,0,0,0,0,44,1440,0,0,0,0,NA,0,9.52,0,2095.24,292,683,95,2,47.5,248.4,83,945265,2730864,42,19,2984435,12.5,10,0,35,4,45,"Owned & managed","Improved"
"112",2,"I","Madhubani","Jaynagar","Deodha","Bihar","Wheat","2017-18",1,4,1.6,2012,12,0.4,18750,5200,53,1888.93,0,0,101.6,3500,0,0,0,0,3.25,2725,0,0,20,2000,0,0,0,48,1440,25.6,418.77,18.4,1021.23,0,0,0,0,44,1440,0,0,0,0,NA,0,10,0,2200,292,683,95,2,47.5,248.4,83,945265,2730864,42,19,2984435,12.5,10,0,35,4,45,"Owned & managed","Improved"
"113",2,"I","Madhubani","Jaynagar","Deodha","Bihar","Wheat","2017-18",1,4,3.2,3012,24,0.8,36000,9600,99,3528.38,0,0,181.84,6300,0,0,0,0,6.5,5450,0,0,40,4000,0,0,0,96,2880,51.2,837.54,36.8,2042.46,0,0,0,0,88,2880,0,0,0,0,NA,0,20,0,4400,292,683,95,2,47.5,248.4,83,945265,2730864,42,19,2984435,12.5,10,0,35,4,45,"Owned & managed","Improved"
"114",2,"I","Madhubani","Jaynagar","Deodha","Bihar","Paddy","2017-18",1,3,2.4,2011,20,0.6,25000,4000,62,2209.69,0,0,202.24,7425,0,0,0,0,3.25,2600,0,0,30,3000,0,0,0,30,900,13.8,240,0,0,0,0,0,0,13.8,240,4,400,0,0,NA,0,15,0,3300,267,810,95,2,47.5,248.4,83,1266706,2411152,42,19,2984435,12.5,10,0,35,4,45,"Owned & managed","Improved"
